Lieux																						Périodes				Personnes		Zones		Notions		Chapitres		Types de lieux		Intro		Crédits
ID (ne pas modifier)	Relu 	 Relu Guillaume	Edité, prêt à publier (ok pour publier)	Nom	Adresse	Ville	 Arrondissement	Latitude	Longitude	Existe ou non	Texte	Sources	Périodes	Illustration	Credit illustration	Type de lieu (voir onglet "Types")	Auteur	Angle	Introduction lien article long	Lien article long	Tags CHAPITRES	Identifiant	Nom	Début	Fin	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Type de paragraphe (paragraph ou annotation)	Contenu (html possible)	Ligne de crédits (html possible)
35	oui	OK	ok	Demeure de la famille de Guy Môquet	34, rue Baron	Paris	17	48.895600	2.323619	oui	La mémoire de Guy Môquet a souvent été triturée depuis une vingtaine d'années : plusieurs historiens ont requalifié ses actes, notamment pour minimiser le rôle des communistes dans la résistance, et Nicolas Sarkozy en a même fait un atout politique. Reste que le jeune Parisien – <span data-source="1"> il a grandi dans le quartier de Clignancourt</span> – est aux Jeunesses communistes dès l'âge de 12 ans. Son père est député communiste lors du Front populaire, arrêté par l'armée allemande en octobre 1939. Sa mère quitte l'appartement familial de la rue Baron pour fuir vers la Normandie, mais Guy Môquet revient à Paris en juin 1940 pour militer avec ses camarades. Arrêté le 13 octobre de la même année à la gare de l’Est par l'armée allemande, acquitté début 1941, il est malgré tout maintenu en détention et fusillé à Châteaubriant (Loire-Atlantique) le 22 octobre 1941 <span data-source="2">en représailles à un attentat de jeunes communistes trois jours auparavant contre le commandant allemand de la région de Nantes, Karl Hotz</span>. Il a alors 17 ans.	<span class="source">Notice de Guy Môquet dans le dictionnaire Maitron, signée Marc Giovaninetti : http://maitron-fusilles-40-44.univ-paris1.fr/spip.php?article148598</span>  <span class="source">Ibidem.</span>	1936 - 1941			revolution	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
36	oui	OK	ok	L'«îlot 16»	10, rue de Jouy	Paris	04	48.854949	2.358266	rehab	La partie du Vieux Marais situé entre la <span data-place="rue-de-rivoli">rue de Rivoli</span> et la Seine, surnommée «ilot 16», était l'un des 17 ilots insalubres parisiens. Lorsque l'armée nazie occupa la partie nord de la France, la préfecture décida d'en expropier les propriétaires et d'expulser les locataires. L'insalubrité restait le principal motif avancé par Vichy : <i>«<span data-source="1">L'îlot 16 a été choisi comme devant être exproprié en premier en raison de son état sanitaire particulièrement grave et de sa situation au centre la capitale</span>.»</i> Mais dans sa solide enquête sur l'îlot 16, <i>Paris transformé, le Marais 1900-1980,</i> l'historienne Isabelle Backouche <span data-source="2">déconstruit le caractère insalubre accolé au quartier </span> ainsi que sa réputation de ghetto juif, un <i>«alibi»</i> pour que la Ville de Paris récupère du foncier afin de réaliser de grands projets urbains. Le quartier est resté à l'abandon après 1945 puis s'est très rapidement gentrifié. Soixante ans après, cette partie du Marais est l'un des secteurs les plus chers de France.	<span class="source">Archives de Paris, carton 1427W89, cité dans Isabelle Backouche, <i>Paris transformé, le Marais 1900-1980</i>, Créaphis, 2016, p. 17</span>  <span class="source">Ibid., pp.163-200</span>	1906-1980	photo		quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
37	oui	OK	ok	Maison Vauquer	24, rue Tournefort	Paris	05	48.842531	2.348054	non	Balzac fait débuter le <i>Père Goriot</i> rue Tournefort, alors baptisée rue Neuve-Sainte-Geneviève, dans la maison Vauquer. <span data-source="1">La pension a pour modèle un bâtiment situé rue Daubenton, que connaît Balzac</span>. <span data-source="2">Il décrit</span> <i>«une pente si brusque et si rude que les chevaux la montent ou la descendent rarement. Cette circonstance est favorable au silence qui règne dans ces rues serrées entre le dôme du Val-de-Grâce et le dôme du Panthéon&nbsp;[...]. Là, les pavés sont secs, les ruisseaux n’ont ni boue ni eau, l’herbe croît le long des murs. L’homme le plus insouciant s’y attriste comme tous les passants, le bruit d’une voiture y devient un événement, les maisons y sont mornes, les murailles y sentent la prison. Un Parisien égaré ne verrait là que des pensions bourgeoises ou des institutions, de la misère ou de l’ennui, de la vieillesse qui meurt, de la joyeuse jeunesse contrainte à travailler. Nul quartier de Paris n’est plus horrible, ni, disons-le, plus inconnu».</i> Les personnages Rastignac et Vautrin habitent dans cette pension.	<span class="source">Benjamin Arranger, <i>Paris vu par les écrivains,</i> Arcadia éditions, 2003, p. 94.</span>  <span class="source">Honoré de Balzac, <i>le Père Goriot in Œuvres complètes de H. de Balzac,</i> Calmann-Lévy, 1910, p.4.</span>	1835			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
38	oui	OK	ok	Salle du Globe où eut lieu le congrès d'unification de la SFIO en 1905	8, boulevard de Strasbourg	Paris	10	48.870156	2.354972	rehab	<i>«A l'heure où je sors du Congrès, il ne me reste que le temps d'en marquer, sous leur forme la plus générale, les heureux résultats et d'en célébrer l'esprit véritablement cordial et harmonieux. L'unité socialiste est faite –&nbsp;et bien faite&nbsp;– en France.»</i> C'est par cette phrase que <i>l'Humanité</i> ouvre <span data-source="1">son édition du 26&nbsp;avril&nbsp;1905</span>, au lendemain de la fin du premier congrès de la&nbsp;SFIO dans la salle du Globe. Le Parti socialiste français de <span data-person="jean-jaures">Jean Jaurès</span>, réformiste, et le Parti socialiste de France de Jules Guesde, d'inspiration marxiste, s'unifient et créent un parti qui vivra jusqu'en&nbsp;1969, malgré les scissions notammant en&nbsp;1920 avec les marxistes. Son siège se situe <span data-link="67">rue de la Corderie</span>. La&nbsp;SFIO est l'une des composantes qui donnera naissance au Parti socialiste actuel. Sur l'emplacement de la salle du Globe se trouvent aujourd'hui un magasin Lidl et une boîte de nuit latino… le Globo.	<span class="source"><i>l'Humanité</i>, 26 avril 1905</span>	23/04/1905 - 25/04/1905	photo		manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
40	oui	OK	ok	Charcutier Bergonzi	4, boulevard de Charonne	Paris	20	48.848554	2.399527	rehab	A quelques encablures des colonnes de la Nation, un immigré italien originaire de Ferriere, près de Gênes, établit à la fin des années&nbsp;1890 une charcuterie devenue <i>«pour le quartier un des lieux privilégiés d'approvisionnement en produits du pays», <span data-source="1"></i>décrit l'historienne Marie-Claude Blanc-Chaléard</span>. Le local et l'appartement du dessus ont pu <span data-source="2">être achetés grâce à l'argent gagné</span> <i>«en faisant de la charcuterie en chambre, à destination de la colonie italienne locale».</i> Sa femme et ses cinq enfants s'occupent notamment de la fabrique de pâtes, des salaisons et de la buvette. Le local de la charcuterie, qui appartient toujours au début des années&nbsp;1990 à la famille Bergonzi, abrite ensuite une librairie, et, aujourd'hui, un bar à cocktails.	<span class="source">Marie-Claude Blanc-Chaléard, les Italiens dans l'Est parisien, Ecole française de Rome, Rome, 2000, p.108.</span>  <span class="source">Ibid. p.113.</span>	1893 - 1980			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
41	oui	OK	ok	Dépôt d'armes FTP-MOI de la rue Dauphine	18 rue Dauphine	Paris	06	48.855429	2.339837	rehab	En&nbsp;1943, l'arrestation de&nbsp;68&nbsp;personnes qui, <span data-source="1">selon la police colaborationniste</span>, <i>«appartenaient tous aux milieux communo-terroristes d'étrangers juifs»</i> a entraîné la découverte d'un important dépôt d'armes du FTP-MOI (Francs-tireurs et partisans - Main-d'œuvre immigrée), rue Dauphine. <span data-source="2">S'y trouvent, entre autres</span> : 30&nbsp;bombes, type La&nbsp;Fayette, 10&nbsp;engins incendiaires, des détonateurs, une grenade… <span data-source="3">Boruch Lerner fait partie des résistants arrêtés</span> : <i>«Il participa à plusieurs actions comme l’attaque à la grenade d’un hôtel d’officiers allemands boulevard Raspail ou la pose d’une bombe au ministère de la Marine, place de la Concorde.»</i> Arrêté le 29&nbsp;juin&nbsp;1943 vers 18h15, il est fusillé le 1<sup>er</sup>&nbsp;octobre sur le mont Valérien.	<span class="source">Archives de police, carton 221W7.</span>  <span class="source">Ibidem.</span>  <span class="source">Jean-Pierre Besse, Daniel Grason, Claude Pennetier, fiche «LERNER Boruch, dit Boria [alias OSTROVSKY]» dans le dictionnaire du Maitron : http://maitron-fusilles-40-44.univ-paris1.fr/spip.php?article76209</span>	1943			revolution	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
42	oui	OK	ok	Atelier Jenny, grève des midinettes en 1917	40, avenue des Champs-Elysées	Paris	08	48.869751	2.307967	non	Le&nbsp;11&nbsp;mai, les&nbsp;250&nbsp;ouvrières de l’atelier Jenny, sur les Champs-Elysées, commencent à débrayer. Le lendemain, elles débauchent certaines consœurs de l’industrie du textile. Dans sa brillante <span data-source="1">thèse sur les ouvriers à Paris pendant la Première Guerre mondiale</span>, l'historien Jean-Louis Robert, s'appuyant un rapport des RG&nbsp;: <i>«Voici le 15&nbsp;mai les couturières de Jenny et Wormser passant d’une maison à l’autre dans les rues de la Paix ou du Faubourg-Saint-Honoré, entraînant à 8&nbsp;heures du matin leurs camarades dans la grève, puis se dirigeant en “colonne compacte” par les Grands Boulevards vers la Bourse du travail.»</i> Parmi les revendications, une meilleure paie et la semaine anglaise (repos du samedi après-midi en plus du dimanche). C'est une grève fructueuse puisqu’elles obtiennent gain de cause le&nbsp;23&nbsp;mai. Les ouvrières de Jenny enclenchent un mouvement qui s’inscrit dans le climat social chaud de&nbsp;1917,  <span data-source="2">des premiers conflits au 1<sup>er</sup>&nbsp;mai jusqu’à fin juillet –&nbsp;l’apogée du mouvement aura lieu le&nbsp;30&nbsp;–</span>, pas moins de 197&nbsp;grèves seront organisées par, a minima, 133&nbsp;000&nbsp;ouvriers, <i>«ce qui constitue la plus grande vague de grève connue jusqu’alors», selon <span data-source="3">Jean-Louis Robert</span>, qui note trois grandes caractéristiques à ce mouvement&nbsp;: <i>«Une grève de femmes, une grève généralisée, une grève régulée.»</i> Les femmes sont en effet la principale force motrice&nbsp;: sur 138&nbsp;des grèves mises en lumière par Jean-Louis Robert, et pour lesquelles l'historien détenait la répartition selon le sexe, <i>«99 sont à majorité ou exclusivement composées de femmes et on peut estimer les grévistes féminines à 80% du total».</i> Ces grèves sont par ailleurs spontanées&nbsp;: seulement&nbsp;5 des&nbsp;197 seront à l’initiative des syndicats.	<span class="source">Jean-Louis Robert, <i>Ouvriers et mouvement ouvrier parisiens pendant la Grande Guerre et l'immédiat après-guerre : histoire et anthropologie,</i> Paris-I, 1989, p.1531.</span>  <span class="source">Ibid., p.1527.</span>  <span class="source">Ibidem.</span>	01/02/1917 - 31/07/1917	photo		manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
43	oui	OK	ok	Couverture du canal Saint-Martin		Paris	11	48.862544	2.372155	oui	Napoléon et son préfet de la Seine, la baron Haussmann, décident en&nbsp;1860 de couvrir le canal Saint-Martin. La raison la plus souvent invoquée, <span data-source="1">notamment par l'historien Pierre Pinon</span>, est sécuritaire&nbsp;: une fois le canal couvert de la rue du Faubourg-du-Temple à la place de la Bastille, les armées, notamment stationnées place du Château d'eau (l'actuelle place de la République) pouvaient rapidement se rendre rue de Belleville ou rue du Faubourg-Saint-Antoine, deux territoires rebelles de l'Est parisien. Haussmann lui-même l'avoue <span data-source="2">dans ses mémoires</span>&nbsp;: <i>«Le boulevard que je projetais au-dessus du canal couvert, et dont le nom me fut indiqué par l’Empereur, devait substituer au moyen de défense que le canal offrait aux émeutiers une nouvelle voie d’accès dans le centre habituel de leurs manifestations.»</i> En revanche, <span data-source="3">selon Marc Gayda</span>, c'est essentiellement en raison de ses visées urbanistiques et d'approvisionnement en eau. Sa couverture a en tout cas modifié en profondeur le paysage urbain de cette partie de Paris puisque <span data-source="4">de nombreuses industries et dockeurs se trouvaient tout du long</span>.	<span class="source">Pierre Pinon, «le Double Mythe Haussmann», Lyon, Institut des Sciences de l’Homme, CNRS, http://etudes-romantiques.ish-lyon.cnrs.fr/wa_files/Pinon.pdf</span>  <span class="source">Baron Haussmann, <i>Mémoires,</i> Seuil, 1890, 2000, p. 626</span>  <span class="source">Marc Gayda, <i>les Canaux parisiens,</i> éditions de l’Ormet, 1995, pp. 43-45.</span>  <span class="source">Alexandre Lalandre, <i>le Port de Paris, naissance d’un port industriel (milieu du XIXe siècle-1914),</i> thèse, 2017, pp. 135-136</span>	1860	photo		quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
44	oui	OK	ok	Hôpital Lariboisière		Paris	10	48.882744	2.353146	oui	<span data-source="1">Le «Versailles de la misère»</span> ouvre ses portes en&nbsp;1854. Pensé pour les pauvres, de nombreux quartiers populaires en dépendent&nbsp;(IX<sup>e</sup>, X<sup>e</sup> et XVIII<sup>e</sup>&nbsp;arrondissements mais aussi Bondy ou encore Pierrefitte en Seine-Saint-Denis) . <span data-source="2">Jean-Paul Martineaud</span>&nbsp;: <i>«La clientèle était constituée presque exclusivement d’ouvrières et d’ouvriers, d’artisans et d’employés, de femmes de chambre et de domestiques, d’hommes de peine et d’indigents.»</i> L'hôpital traverse de l'histoire de Paris&nbsp;: des insurgés se retranchent dans son chantier en juin&nbsp;1848&nbsp;; la dépouille du premier mort de la Commune de&nbsp;1871 y est recueillie ; Germain Turpin est amené là par Louise Michel le 18&nbsp;mars&nbsp;1871&nbsp;; des soldats sont blessés pendant la Grande Guerre et il sera occupé tour à tour par les Allemands et les Américains pendant la Seconde Guerre mondiale. Le rôle de Lariboisière comme des autres hôpitaux va profondément muter en deux siècles. Si la <span data-source="3"><i>«fonction médicale de [l'hôpital] est intimement liée à sa mission charitable de recueillir les pauvres gratuitement et de les soigner»</i> au début du XIX<sup>e</sup>&nbsp;siècle</span>, <span data-source="4"><i>«l’hôpital devient un centre de soins où certains patients acceptaient non seulement de venir mais encore de payer [c'est illégal avant&nbsp;1852, ndlr] pour des traitements dont la qualité, c’est-à-dire l’efficacité, commençait à être reconnue»</i> au tournant du XX<sup>e</sup>&nbsp;siècle</span>. Et le «Versailles de la misère» vécut.	<span class="source">Jean-Paul Martineaud, Une histoire de l'hôpital Lariboisière, L'Harmattan, 1918</span>  <span class="source">Ibid, p.57.</span>  <span class="source">Francis Démier et Claire Barillé, les Maux et les Soins, médecins et malades dans les hôpitaux parisiens au XIXe siècle, Action artistique de la Ville de Paris, p.17</span>  <span class="source">Jean-Paul Martineaud, Une histoire de l'hôpital Lariboisière, L'Harmattan, 1918, p.186</span>	1854-1980	photo		hopital	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
45	oui	OK	ok	Gare Saint-Lazare		Paris	09	48.876522	2.325149	rehab	<i>«Presque toutes les grandes gares parisiennes de voyageurs que nous connaissons aujourd'hui furent conçues et inaugurées avant le Second Empire»,</i> <span data-source="1"> explique l'historienne Stéphanie Sauget</span>. Inaugurée en&nbsp;1837, Saint-Lazare est la première gare de voyageurs en France. Si la place de la Madeleine est le premier souhait d'Emile Pereire, l'instigateur de la ligne Paris-Saint-Germain, la gare fut d'abord construite <i>«dans une petite construction en bois, peinte en jaune pâle»</i> <span data-source="2">entre la rue Saint-Lazare et la rue Neuve-des-Mathurins</span> avant de reculer à son emplacement actuel, à l'angle de la rue Saint-Lazare et de la rue d'Amsterdam. Des ouvriers qualifiés anglais auraient posé les premiers rails de la ligne Paris-Saint-Germain. Le Second Empire accélère ensuite les travaux. En&nbsp;1892,&nbsp;42% des voyageurs parisiens passent par Saint-Lazare. La gare de la Bastille, la deuxième plus fréquentée, en accueille&nbsp;17%. Pour aller où&nbsp;? En&nbsp;1854, <i>«70% des billets vendus à Paris ou à destination de Paris portent sur une liaison Paris-banlieue»,</i> détaille <span data-source="3">Stéphanie Sauget</span>, un phénomène qui ne fera que s'accélerer, car si les premiers voyageurs, 2&nbsp;millions par an dans les années&nbsp;1840, sont plutôt de l'élite bourgeoise, <span data-source="4">les abonnements modifient progressivement la donne</span>&nbsp;: en&nbsp;1889, 4,5&nbsp;millions de voyages sur un peu plus de 30&nbsp;millions ont été effectués par des ouvriers, chiffre qui continuera d'augmenter par la suite. Ce qui créera ainsi les premières heures de pointes de l'histoire.	<span class="source">Stéphanie Sauget, <i>A la recherche des pas perdus. Une histoire des gares parisiennes au XIXe siècle,</i> Paris, Tallandier, 2009, p.19.</span>  <span class="source">Ibid., p.24.</span>  <span class="source">Ibid., p.42.</span>  <span class="source">Alfred Martin, <i>Etude historique et statistique sur les moyens de transport dans Paris, avec plans, diagrammes et cartogrammes,</i> 1894, cité dans Ibid., p.51.</span>	1837 - 1980	photo		quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
46	oui	OK	ok	Les accord de Grenelle	127, rue de Grenelle	Paris	07	48.857826	2.315873	oui	La révolution n'aura pas lieu, Mai&nbsp;68 touche à sa fin. Les «accords de Grenelle», <span data-source="1">négociés au ministère du Travail</span> après des semaines de lutte, constituent une victoire en demi-teinte pour les ouvriers. Mais toute de même&nbsp;: les salaires augmentent de&nbsp;7% en juin et de&nbsp;3% en octobre. Le Smig grimpe de&nbsp;35%. La section syndicale d'entreprise est reconnue en décembre. La situation est inégale selon les personnes. <i>«Dans la métallurgie [par exemple],</i> <span data-source="2">explique l'historien Xavier Vigna</span>, <i>la réduction du temps de travail porte souvent sur les horaires hebdomadaires les plus lourds, au-delà de quarante-cinq voire quarante-huit&nbsp;heures. [Il diminue] d'une demi-heure, parfois d'une heure, mais la compensation salariale n'est pas toujours entièrement assurée. Les ouvriers, payés à l'heure, ne bénéficient guère de la mensualisation […] accordée aux plus anciens d'entre eux dans la grande majorité des cas.»</i></br></br>Les syndicats, <span data-source="3">portés par la&nbsp;CGT</span>, avaient rejoint le mouvement étudiant le 13&nbsp;mai en appelant à la grève générale. Déjà avant cette date, les rencontres et le dialogue entre les ouvriers, les employés et les militants des universités <span data-source="4">avaient été plus importants qu'on ne le dit habituellement.</span> Si le bras de fer ne s'est pas du tout limité à Paris, le mouvement a été fort dans la capitale. <span data-source="5">Xavier Vigna raconte</span>&nbsp;: <i>«Après les usines Renault le 16&nbsp;[mai], le lendemain, 28&nbsp;établissements [ont été] affectés par la grève. […] Le 24&nbsp;mai, la préfecture de police [comptait] 570&nbsp;000&nbsp;grévistes sur 636&nbsp;000 dans le secteur privé. [...] A ces chiffres [s'ajoutaient] ceux du secteur nationalisé, soit 37&nbsp;200&nbsp;personnes.»</i>	<span class="source">Les 25 et 26 mai 1968.</span>  <span class="source">Xavier Vigna, <i>l'Insubordinatin ouvrière dans les années 68, essai d'histoire politique des usines,</i> Presses universitaires de Rennes, 2007, p.83.</span>  <span class="source">Elle avait été la première à réagir, le matin du 11 mai, après la «nuit des barricades». Des négociations difficiles avec les étudiants (la CGT refusant la présence de Cohn-Bendit) aboutissent à une manifestation unitaire le 13 mai. Michelle Zancarini-Fournel, «l'Epicentre», dans Philippe Artières (dir.) et Michelle Zancarini-Fournel (dir.), <i>68, une histoire collective (1962-1981),</i> La Découverte, Paris, 2018 (1e éd. 2008), pp.226-227.</span>  <span class="source">Ludivine Bantigny, <i>1968, de grands soirs en petits matins,</i> Seuil, Paris, 2018, p.45.</span>  <span class="source">Xavier Vigna, op.cit. p.68.</span>	25/05/1968 - 26/05/1968	http://medias.liberation.fr/photo/1196925-000_ls5w6-1.jpg?modified_at=1550589041	Le Premier ministre, Georges Pompidou, des membres du gouvernement et de syndicats lors d'une réunion en vue des accords de Grenelle, le 27 mai 1968 au ministère des Affaires sociales. (Photo AFP)		<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>		Tout au long de l'année 2018, <i>Libération</i> vous a fait revivre les événements politiques et sociaux qui ont secoué l'année 1968.	https://www.liberation.fr/france/2018/12/24/1968-derniere-semaine-pour-profiter-du-cinquantenaire_1698543																		
48	oui	OK	ok	La Bellevilloise	19-21, rue Boyer	Paris	20	48.868276	2.392235	oui	Dans <i>Libération,</i> l'historienne Mathilde Larrère a raconté la Bellevilloise. Extraits&nbsp;:  «En&nbsp;1877, quelques années après la fin de la Commune,&nbsp;20&nbsp;ouvriers décident de s’associer en coopérative de consommation. L’idée est de créer ce qu’on appellerait plutôt de nos jours une "épicerie solidaire", proposant à bas prix des produits de première nécessité dans un des quartiers les plus populaires de Paris. Les bénéfices qui ne sont pas investis sont partagés entre les sociétaires. […] Dans les années&nbsp;10, en plus d’une dizaine de magasins (qui désormais salarient du personnel), la Bellevilloise compte une chorale (la Muse Bellevilloise), un patronage pour les enfants des sociétaires, une bibliothèque riche de plus de 5&nbsp;000&nbsp;titres, une université populaire (la Semaille) où enseignait entre autres l’anthropologue Marcel Mauss. […] En&nbsp;1909, la Bellevilloise peut faire construire une vaste Maison du peuple, aux numéros&nbsp;19-21 de la rue Boyer, soit la Bellevilloise que nous connaissons actuellement. […] Née après la Commune, la «Belle» meurt à l’aube du Front populaire. […] Un temps perdue pour la gauche (on rassembla dans les locaux de la Bellevilloise les Juifs raflés les&nbsp;16 et 17&nbsp;juillet&nbsp;1942 avant de les envoyer au Vél&nbsp;d’Hiv, puis en déportation), vendue en&nbsp;1950 à une caisse de retraite, la Maison du peuple de la Bellevilloise est rachetée en&nbsp;2000&nbsp;et transformée en lieu de culture branché.»		1909 - 1980	photo		experimentation	D'après un article signé Mathilde Larrère		Lire l'article de l'historienne Mathilde Larrère sur <i>Libération.fr</i> : 	https://www.liberation.fr/debats/2018/08/15/la-bellevilloise-de-la-faucille-aux-bobos_1672794																		
49	oui	OK	ok	Siège historique du PCF entre 1921 et 1937 La Fayette	120, rue la Fayette	Paris	09	48.878054	2.352455	rehab	<i>«Le parti a sa maison&nbsp;! Les militant peuvent être fiers de tous, dans chaque section, de tous les coins de la France, ils ont eu à cœur de doter notre grand Parti communiste d'un immeuble, où il sera chez. lui. Nous étions chassés de la rue Sainte-Croix-de-la-Bretonnerie [par la&nbsp;SFIO après le Congrès de Tours en&nbsp;1921]. [...] Le&nbsp;2&nbsp;avril, le Comité directeur lançait un appel, il ouvrait un emprunt. Le&nbsp;13&nbsp;avril, les 300&nbsp;000&nbsp;francs demandés étaient dépassés. Le prolétariat avait su montrer son dévouement et sa volonté de réalisations pratiques»,</i> <span data-source="1"> écrit le journaliste et futur dramaturge Armand Salacrou. Dans son reportage, il invite ensuite le lecteur à une déambulation <i>«dans le vaste chantier qu'est encore le rez-de-chaussée de notre maison et dans une atmosphère de cordialité. On se sent déjà chez nous. […]  L'équipe [du bâtiment] travaille, et en vérité travaille avec cœur. Ils sentent tous qu'ils travaillent un peu pour eux».</i> Salacrou conclut&nbsp;: <i>«Par la fenêtre, nous apercevons la place Lafayette, devant l'église Saint-Paul, et la foule du&nbsp;13&nbsp;juillet, cette foule qui sera un jour la nôtre et qui viendra sous nos fenêtres acclamer le communisme maître du monde.»</i> Le lieu sera également <span data-source="2">le siège d'autres organisations, dont les Jeunesses communistes jusqu'en&nbsp;1936 ainsi que la&nbsp;MOI</span>, active pendant la résistance dans le groupe des FTP-MOI dont Manouchian fait partie. Le&nbsp;PCF déménage au 44&nbsp;rue Le&nbsp;Peletier en&nbsp;1937. Le 120&nbsp;rue La&nbsp;Fayette abrite aujourd'hui une école de droit.	<span class="source">l'Humanité, 14 juillet 1921.</span>  <span class="source">Marc Giovaninetti, «Le 120 rue La Fayette : le siège du Parti communiste français», site du Paprik@2F : https://anrpaprika.hypotheses.org/1447</span>	1921 - 1937			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
50	oui	OK	ok	Arrestations de manifestants algériens le 17 octobre 1961	34, boulevard Victor	Paris	15	48.832829	2.285795		La guerre d'Algérie a commencé depuis sept&nbsp;ans. En représailles des attaques du Front de libération nationale&nbsp;(FLN) en métropole, la répression est sanglante, les rafles très nombreuses. Des dizaines d'Algériens sont retrouvés morts, jetés dans la Seine par la police de Maurice Papon, préfet de Paris et ancien haut fonctionnaire collaborationniste sous Vichy. Le 5&nbsp;octobre&nbsp;1961, <span data-source="1">un couvre-feu vise les «Français musulmans d’Algérie»</span>. Le&nbsp;FLN appelle à son boycott et organise une manifestation le&nbsp;17&nbsp;octobre. La répression, à&nbsp;l'Etoile, place de la&nbsp;Concorde, sur les Grands Boulevards, aux portes de Paris, dans la rue ou à la sortie des bus, est massive et meurtrière. 6&nbsp;000&nbsp;Algériens ou supposés tels sont amenés par des cars de police et entassés au Palais des sports. <span data-source="2">Selon le témoignage d'un policier du XV<sup>e</sup>&nbsp;arrondissement, cité par l'historien Jean-Luc Einaudi</span>, <i>«dès que les Nords-Africains descendent du car, un groupe de policiers se précipitent sur eux et les matraquent»</i>.  Ce 17&nbsp;octobre&nbsp;1961, il y a entre une quarantaine de morts, selon un rapport de police, et <span data-source="3">une centaine pour la chercheuse Linda Amiri</span>. L'Algérie devient indépendante moins d'un&nbsp;an plus tard.	<span class="source">Sylvie Thénault, «Des couvre-feux à Paris en 1958 et 1961 : une mesure importée d'Algérie pour mieux lutter contre le FLN ?», <i>Politix</i> n° 84, 2008, pp.167-185, https://www.cairn.info/revue-politix-2008-4.htm-page-167.htm</span>  <span class="source">Jean-Luc Einaudi, la Bataille de Paris, 17 octobre 1961, Seuil, 1991, p.176</span>  <span class="source">Linda Amiri, <i>les fantômes du 17 octobre</i>, Mémoire-Génériques, 2003.</span>	17/10/1961	#REF!	#REF!	manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
51	oui	OK	ok	Maison des métallos	94, rue Jean-Pierre-Timbaud	Paris	11	48.867743	2.377850	rehab	En&nbsp;1881, le futur député Amédée Couesnon <span data-source="1">achète un terrain rue d'Angoulême</span>, l'ancien nom de la rue Jean-Pierre-Timbaud. Il réhabilite <i>«les anciens baraquements d'un charpentier en une usine fonctionnelle»</i> pour son beau-père, le facteur de musique Pierre Gautrot. La fabrique déménage alors du&nbsp;60&nbsp;rue Saint-Louis, dans le Marais, où elle est implantée depuis&nbsp;1845, et s'installe dans les bâtiments, construits en&nbsp;1883 –&nbsp;une lyre sur le portail en fer forgé témoigne de ce passé. Des bâtiments qui représentent <i>«un type d'urbanisme représentatif et cohérent d'un marquage du territoire par la ville et l'industrie de la fin du XIX<sup>e</sup>&nbsp;siècle dans le bas Belleville»,</i> <span data-source="2">décrit l'historien Thomas Le&nbsp;Roux</span>. Selon le petit-fils d'Amédée Couesnon, <span data-source="3">cité par Le&nbsp;Roux</span>, une centaine d'ouvriers travaillent dans ces lieux avant sa reconversion. Le succès est important, notamment à l'export mais la crise de&nbsp;1929 met un coup d'arrêt à son expansion –&nbsp;l'entreprise de Gautrot et Couesnon possède toujours une usine à Chateau-Thierry, où elle est implantée depuis&nbsp;1855. L'Union fraternelle des métallurgistes, en lien avec la&nbsp;CGT de ce secteur, rachète l'usine de la rue Jean-Pierre-Timbaud en&nbsp;1936. Elle est aujourd'hui un lieu culturel, propriété de la Ville de Paris depuis&nbsp;2001.	<span class="source">Thomas Le Roux, les Paris de l'industrie (1750-1920), Creaphis, 2013, p.52</span>  <span class="source">Sous la direction de Thomas Le Roux, la Maison des métallos et le bas Belleville, Creaphis, 2003, p.39</span>  <span class="source">Thomas Le Roux, «Le patrimoine industriel à Paris entre artisanat et industrie : le facteur d'instruments de musique Couesnon dans la Maison des métallos (1881-1936)», <i>le Mouvement social,</i> 2002, N°199), pp.11-36, https://www.cairn.info/revue-le-mouvement-social-2002-2.htm-page-11.htm</span>	1883 - 1980	photo		usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
